PVSYST 8.0.21
,File,File date,Description
Project,gwn1kWp.PRJ,08/04/26 18h13,gen1kWp,
Geographical Site,Curacaví_MN82.SIT,08/04/26 18h13,Curacaví;Chile;South_America;,
07/04/90 21:00,0,0,0,19.65,4.3
07/04/90 22:00,0,0,0,18.8,3.9001
07/04/90 23:00,0,0,0,17.9,3.4
08/04/90 00:00,0,0,0,16.87,2.6001
08/04/90 01:00,0,0,0,15.74,1.6999
08/04/90 02:00,0,0,0,14.61,1.2999
08/04/90 03:00,0,0,0,14,1.6999
08/04/90 04:00,0,0,0,13.39,1.1001
08/04/90 05:00,0,0,0,12.95,2.8
08/04/90 06:00,0,0,0,12.51,2.8
08/04/90 07:00,23.807,23.804,0.0036,13.13,2.8
08/04/90 08:00,184.89,108.7,76.192,15.48,2.4
08/04/90 09:00,342.6,174.7,167.9,17.8,2.6001
08/04/90 10:00,485.8,245.4,240.4,19.96,2.1999
08/04/90 11:00,510.9,349.4,161.5,21.51,4.3
08/04/90 12:00,499.39,380.5,118.89,22.44,4.3
08/04/90 13:00,549.91,363.5,186.41,23.32,5.4999
08/04/90 14:00,486.61,343,143.61,23.69,6.8999
08/04/90 15:00,387.1,284.1,103,23.59,3.9001
08/04/90 16:00,217,180.6,36.402,22.54,3.5999
08/04/90 17:00,105.8,84.702,21.097,21.1,2.8
08/04/90 18:00,1.3952,1.3952,0,19.4,2.1001
08/04/90 19:00,0,0,0,18.59,0.4
08/04/90 20:00,0,0,0,17.7,0.2999
08/04/90 21:00,0,0,0,16.81,0.4
08/04/90 22:00,0,0,0,15.92,0.6001
08/04/90 23:00,0,0,0,15.03,1.6999
09/04/90 00:00,0,0,0,14.56,1.5
09/04/90 01:00,0,0,0,13.97,0.4
09/04/90 02:00,0,0,0,13.55,0.2001
09/04/90 03:00,0,0,0,13.29,1.6999
09/04/90 04:00,0,0,0,13.02,1.4
09/04/90 05:00,0,0,0,12.84,1.6999
09/04/90 06:00,0,0,0,12.65,2.1001
09/04/90 07:00,13.701,13.7,0.0016,13.06,3.4
09/04/90 08:00,145.01,114.7,30.307,15.16,2.8
09/04/90 09:00,246.1,215.3,30.803,16.93,5.0999
09/04/90 10:00,366.5,289,77.495,18.77,4.3
09/04/90 11:00,402,336.7,65.298,20.07,5.0999
09/04/90 12:00,420.3,366,54.297,21.12,3.9001
09/04/90 13:00,419.1,353.7,65.401,21.85,5.9001
09/04/90 14:00,345.61,318.7,26.904,22.07,5.0999
09/04/90 15:00,254.71,241.4,13.302,21.78,3.9001
09/04/90 16:00,173.3,162.1,11.201,21.05,3.5999
09/04/90 17:00,71.099,70.398,0.7015,19.9,4.7
09/04/90 18:00,1.3952,1.3952,0,18.72,3.1999
09/04/90 19:00,0,0,0,18.16,1.2999
09/04/90 20:00,0,0,0,17.6,2.6001
09/04/90 21:00,0,0,0,17.04,1.9
09/04/90 22:00,0,0,0,16.48,1
09/04/90 23:00,0,0,0,15.92,1.6999
10/04/90 00:00,0,0,0,15.49,1.2999
10/04/90 01:00,0,0,0,15.03,1.6999
10/04/90 02:00,0,0,0,14.58,1.5
10/04/90 03:00,0,0,0,14.34,1.4
10/04/90 04:00,0,0,0,14.1,1.6999
10/04/90 05:00,0,0,0,13.94,1.6999
10/04/90 06:00,0,0,0,13.77,2.1001
10/04/90 07:00,30.998,30.602,0.3952,14.72,0.9
10/04/90 08:00,280.61,117.3,163.31,18.6,1
10/04/90 09:00,366.5,172.7,193.8,20.8,0.7999
10/04/90 10:00,507.19,244.3,262.89,23.16,2.6001
10/04/90 11:00,222.4,214.2,8.202,22.64,2.1999
10/04/90 12:00,393.29,351.5,41.789,23.24,3.1999
10/04/90 13:00,425.31,349.6,75.706,23.82,5.9001
10/04/90 14:00,556.1,276.4,279.69,24.81,3.1999
10/04/90 15:00,148.69,148.69,0,23.52,2.4
10/04/90 16:00,206.81,163.6,43.203,22.81,3.0001
10/04/90 17:00,55.198,55.198,0,21.44,3.1999
10/04/90 18:00,0.8943,0.8943,0,20.04,8.3001
10/04/90 19:00,0,0,0,19.48,6.4999
10/04/90 20:00,0,0,0,19.04,3.0001
10/04/90 21:00,0,0,0,18.53,3.9001
10/04/90 22:00,0,0,0,18.02,3.9001
10/04/90 23:00,0,0,0,17.51,3.1999
11/04/90 00:00,0,0,0,17.08,2.1001
11/04/90 01:00,0,0,0,16.62,1.6999
11/04/90 02:00,0,0,0,15.93,0.2999
11/04/90 03:00,0,0,0,14.91,1.1001
11/04/90 04:00,0,0,0,15.31,1.1001
11/04/90 05:00,0,0,0,15.6,1.5
11/04/90 06:00,0,0,0,15.45,1.2999
11/04/90 07:00,11.197,11.197,0,15.81,0.7999
11/04/90 08:00,116.5,109.3,7.1972,17.55,0.5
11/04/90 09:00,212.1,197.2,14.896,19.1,0.2001
11/04/90 10:00,310.49,269.6,40.891,20.79,0.4
11/04/90 11:00,321.3,304.4,16.9,21.94,0.7999
11/04/90 12:00,341.4,321.5,19.905,22.85,0.9
11/04/90 13:00,354.91,333.2,21.704,23.54,0.2999
11/04/90 14:00,346.2,300.4,45.794,24.01,0.2001
11/04/90 15:00,273.4,249.4,23.994,24.09,0.1001
11/04/90 16:00,187.59,166.6,20.994,23.48,0.1001
11/04/90 17:00,70.992,69.299,1.6933,22.53,0.2001
11/04/90 18:00,1.0911,1.0911,0,21.47,0.2999
11/04/90 19:00,0,0,0,20.53,0.6001
11/04/90 20:00,0,0,0,19.58,0.7999
11/04/90 21:00,0,0,0,18.76,0.9
11/04/90 22:00,0,0,0,17.89,1
11/04/90 23:00,0,0,0,17.01,0.7001
12/04/90 00:00,0,0,0,16.19,0.7001
12/04/90 01:00,0,0,0,15.36,0.9
12/04/90 02:00,0,0,0,14.53,2.4
12/04/90 03:00,0,0,0,14.1,3.9001
12/04/90 04:00,0,0,0,13.68,3.1999
12/04/90 05:00,0,0,0,13.4,3.0001
12/04/90 06:00,0,0,0,13.12,5.4999
12/04/90 07:00,21.5,21.5,0,13.66,3.0001
12/04/90 08:00,223.6,110.7,112.9,16.27,4.3
12/04/90 09:00,260.2,200.7,59.5,17.45,6.4999
12/04/90 10:00,325.5,273.2,52.302,18.45,5.9001
12/04/90 11:00,399.5,332.5,66.994,19.36,5.0999
12/04/90 12:00,487.3,359.2,128.11,20.47,5.4999
12/04/90 13:00,568.79,332.3,236.5,21.59,5.0999
12/04/90 14:00,449.4,298.3,151.1,22.01,5.0999
12/04/90 15:00,51.603,51.603,0,20.46,5.4999
12/04/90 16:00,45.092,45.092,0,19.29,2.8
12/04/90 17:00,58.203,58.198,0.0053,18.37,3.0001
12/04/90 18:00,3.2911,3.2911,0,17.41,2.1999
12/04/90 19:00,0,0,0,16.58,1.9
12/04/90 20:00,0,0,0,15.74,1.6999
12/04/90 21:00,0,0,0,14.91,1.1001
12/04/90 22:00,0,0,0,14.07,1.6999
12/04/90 23:00,0,0,0,13.23,1.1001
13/04/90 00:00,0,0,0,12.44,0.7999
13/04/90 01:00,0,0,0,11.6,0.7999
13/04/90 02:00,0,0,0,10.81,0.5
13/04/90 03:00,0,0,0,10.32,1.4
13/04/90 04:00,0,0,0,9.8297,0.6001
13/04/90 05:00,0,0,0,9.4801,0.6001
13/04/90 06:00,0,0,0,9.14,0.7999
13/04/90 07:00,16.009,16,0.0087,9.6701,0.5
13/04/90 08:00,175.7,111.1,64.604,12.29,0.7999
13/04/90 09:00,307.51,224.6,82.904,14.52,0.5
13/04/90 10:00,452.6,238.3,214.3,16.79,0.7999
13/04/90 11:00,551.7,289,262.69,18.77,0.7001
13/04/90 12:00,601.6,306,295.6,20.34,0.4
13/04/90 13:00,583.19,302.5,280.7,21.45,0.7999
13/04/90 14:00,508.19,271.7,236.5,21.94,2.8
13/04/90 15:00,407.9,209.1,198.81,21.93,1.6999
13/04/90 16:00,258.19,137.5,120.7,21.05,2.1001
13/04/90 17:00,103.6,64.502,39.097,19.48,1.2999
13/04/90 18:00,0.8943,0.8943,0,17.87,0.7999
13/04/90 19:00,0,0,0,16.72,1.2999
13/04/90 20:00,0,0,0,15.57,1.9
13/04/90 21:00,0,0,0,14.42,3.4
13/04/90 22:00,0,0,0,13.27,6.4999
13/04/90 23:00,0,0,0,12.12,11
14/04/90 00:00,0,0,0,11.24,8.3001
14/04/90 01:00,0,0,0,10.07,8.8999
14/04/90 02:00,0,0,0,8.8999,14.1
14/04/90 03:00,0,0,0,8.2799,6.8999
14/04/90 04:00,0,0,0,7.6599,5.0999
14/04/90 05:00,0,0,0,7.2203,7.8001
14/04/90 06:00,0,0,0,6.7801,3.5999
14/04/90 07:00,16.491,16.491,0,7.3001,7.3001
14/04/90 08:00,225.41,97.797,127.61,11.04,7.3001
14/04/90 09:00,420.19,62.5,357.69,14.14,6.8999
14/04/90 10:00,580.21,81.303,498.9,16.99,6.4999
14/04/90 11:00,690.41,99.296,591.11,19.39,4.3
14/04/90 12:00,736.3,112.3,624.01,21.28,6.8999
14/04/90 13:00,725.11,103.3,621.81,22.61,5.9001
14/04/90 14:00,650.5,84.199,566.3,23.26,5.0999
14/04/90 15:00,512.9,66.504,446.4,23.22,2.8
14/04/90 16:00,332.3,53.699,278.6,22.11,3.9001
14/04/90 17:00,135.1,40.698,94.399,20.12,4.7
14/04/90 18:00,1.1984,1.1984,0,17.98,3.5999
14/04/90 19:00,0,0,0,16.8,5.0999
14/04/90 20:00,0,0,0,15.62,4.3
14/04/90 21:00,0,0,0,14.44,1.9
14/04/90 22:00,0,0,0,13.25,1.9
14/04/90 23:00,0,0,0,12.07,2.8
15/04/90 00:00,0,0,0,11.27,2.6001
15/04/90 01:00,0,0,0,10.21,3.0001
15/04/90 02:00,0,0,0,9.14,5.9001
15/04/90 03:00,0,0,0,8.5801,4.3
15/04/90 04:00,0,0,0,8.0202,7.8001
15/04/90 05:00,0,0,0,7.6301,5.9001
15/04/90 06:00,0,0,0,7.2298,3.4
15/04/90 07:00,15.597,15.597,0,7.7498,3.9001
15/04/90 08:00,229.09,47.199,181.89,11.51,4.7
15/04/90 09:00,427.2,53.401,373.8,14.8,5.9001
15/04/90 10:00,597.2,63.403,533.8,17.82,10
15/04/90 11:00,707.4,78.201,629.2,20.33,10
15/04/90 12:00,763.51,81.098,682.41,22.46,7.8001
15/04/90 13:00,747.8,78.5,669.3,23.88,5.0999
15/04/90 14:00,667.71,67.799,599.91,24.58,6.4999
15/04/90 15:00,528.6,54.1,474.5,24.56,11
15/04/90 16:00,341.21,46.602,294.6,23.42,12.2
15/04/90 17:00,137.6,36.2,101.4,21.36,7.8001
15/04/90 18:00,1.0911,1.0911,0,19.06,3.9001
15/04/90 19:00,0,0,0,17.82,3.5999
15/04/90 20:00,0,0,0,16.58,2.1999
15/04/90 21:00,0,0,0,15.34,1.4
15/04/90 22:00,0,0,0,14.1,1.9
15/04/90 23:00,0,0,0,12.86,1.2999
16/04/90 00:00,0,0,0,11.84,0.2999
16/04/90 01:00,0,0,0,10.79,0.2001
16/04/90 02:00,0,0,0,9.5599,0.6001
16/04/90 03:00,0,0,0,8.9101,0.5
16/04/90 04:00,0,0,0,8.2602,0.4
16/04/90 05:00,0,0,0,7.7998,0.7001
16/04/90 06:00,0,0,0,7.34,0.7999
16/04/90 07:00,15.007,15.003,0.0041,7.7998,1.9
16/04/90 08:00,217,49.201,167.8,11.37,1.9
16/04/90 09:00,413.31,61.197,352.11,14.37,3.4
16/04/90 10:00,575.5,75.697,499.81,17.19,2.6001
16/04/90 11:00,692.7,84.898,607.8,19.54,0.4
16/04/90 12:00,741.1,92.702,648.39,21.54,0.2999
16/04/90 13:00,727.4,87.403,639.99,22.88,0.5
16/04/90 14:00,642.79,78.9,563.89,23.49,1.4
16/04/90 15:00,505.71,61.903,443.81,23.43,1.4
16/04/90 16:00,322.5,52.6,269.9,22.29,1.4
16/04/90 17:00,125.3,39.803,85.492,20.29,1.5
16/04/90 18:00,0.8943,0.8943,0,18.18,1.4
16/04/90 19:00,0,0,0,16.98,0.9
16/04/90 20:00,0,0,0,15.78,0.9
16/04/90 21:00,0,0,0,14.58,2.1999
16/04/90 22:00,0,0,0,13.38,1.1001
16/04/90 23:00,0,0,0,12.18,0.9
17/04/90 00:00,0,0,0,11.38,0.6001
17/04/90 01:00,0,0,0,10.3,0.5
17/04/90 02:00,0,0,0,9.2299,1.6999
17/04/90 03:00,0,0,0,8.67,1.1001
17/04/90 04:00,0,0,0,8.1,0.7001
17/04/90 05:00,0,0,0,7.7099,0.5
17/04/90 06:00,0,0,0,7.3198,0.2001
17/04/90 07:00,15.4,15.4,0,7.81,0.1001
17/04/90 08:00,202.3,60.796,141.5,11.1,0.2001
17/04/90 09:00,368,109.5,258.5,13.73,0.1001
17/04/90 10:00,527.91,136.3,391.61,16.33,0.2001
17/04/90 11:00,636.1,165.2,470.9,18.55,0.2001
17/04/90 12:00,705.81,144.1,561.71,20.39,0.2999
17/04/90 13:00,667.71,172.3,495.41,21.61,0.7001
17/04/90 14:00,578.51,162.9,415.6,22.12,0.5
17/04/90 15:00,439.9,129.4,310.51,21.92,0.7001
17/04/90 16:00,270,105.6,164.4,20.76,0.7001
17/04/90 17:00,114.71,60.498,54.209,19.07,0.7999
17/04/90 18:00,0.6976,0.6976,0,17.17,0.5
17/04/90 19:00,0,0,0,16.03,1.1001
17/04/90 20:00,0,0,0,14.89,0.7999
17/04/90 21:00,0,0,0,13.74,1.4
17/04/90 22:00,0,0,0,12.6,0.2001
17/04/90 23:00,0,0,0,11.46,0
18/04/90 00:00,0,0,0,10.54,0.1001
18/04/90 01:00,0,0,0,9.43,0.2999
18/04/90 02:00,0,0,0,8.3198,0.2001
18/04/90 03:00,0,0,0,7.7301,0.4
18/04/90 04:00,0,0,0,7.1399,0.5
18/04/90 05:00,0,0,0,6.7301,0.5
18/04/90 06:00,0,0,0,6.3102,0.1001
18/04/90 07:00,13.504,13.503,0.0011,6.7402,0.1001
18/04/90 08:00,215.89,48,167.89,10.37,1
18/04/90 09:00,407.3,58.999,348.3,13.48,1.2999
18/04/90 10:00,572.8,68.898,503.9,16.35,1.9
18/04/90 11:00,682.7,83.603,599.09,18.76,3.0001
18/04/90 12:00,724.61,96.996,627.61,20.59,3.5999
18/04/90 13:00,718.51,84.003,634.5,21.94,3.4
18/04/90 14:00,639.7,71.002,568.69,22.59,2.1001
18/04/90 15:00,503.71,55.301,448.4,22.56,1.6999
18/04/90 16:00,321.8,46.798,275,21.44,1.1001
18/04/90 17:00,123.9,36.899,87.002,19.45,1.5
18/04/90 18:00,0.6081,0.5967,0.0115,17.41,1.2999
18/04/90 19:00,0,0,0,16.24,0.2999
18/04/90 20:00,0,0,0,15.07,0.4
18/04/90 21:00,0,0,0,13.9,0.4
18/04/90 22:00,0,0,0,12.74,0.2001
18/04/90 23:00,0,0,0,11.57,0.2001
19/04/90 00:00,0,0,0,10.67,0.1001
19/04/90 01:00,0,0,0,9.57,0.1001
19/04/90 02:00,0,0,0,8.4699,0.2001
19/04/90 03:00,0,0,0,7.8802,0.4
19/04/90 04:00,0,0,0,7.29,0.2999
19/04/90 05:00,0,0,0,6.8802,1.1001
19/04/90 06:00,0,0,0,6.4698,0.5
19/04/90 07:00,12.807,12.797,0.0101,6.8498,0.7999
19/04/90 08:00,188.9,78.696,110.2,9.9298,2.4
19/04/90 09:00,363.6,118.3,245.3,12.7,2.6001
19/04/90 10:00,509.5,143.9,365.6,15.19,2.4
19/04/90 11:00,610.4,172.6,437.8,17.29,3.1999
19/04/90 12:00,654.79,189,465.79,18.91,3.4
19/04/90 13:00,638.89,182.6,456.29,19.95,7.3001
19/04/90 14:00,564.31,155.1,409.21,20.47,7.3001
19/04/90 15:00,438.1,132.7,305.4,20.38,4.7
19/04/90 16:00,273.7,94.303,179.4,19.41,5.9001
19/04/90 17:00,101.2,44.098,57.105,17.75,4.7
19/04/90 18:00,0.3935,0.3935,0,15.91,3.1999
19/04/90 19:00,0,0,0,14.88,1
19/04/90 20:00,0,0,0,13.86,0.5
19/04/90 21:00,0,0,0,12.83,0.4
19/04/90 22:00,0,0,0,11.8,0.2001
19/04/90 23:00,0,0,0,10.82,0.4
20/04/90 00:00,0,0,0,9.9601,0.2999
20/04/90 01:00,0,0,0,9.05,0.1001
20/04/90 02:00,0,0,0,8.1501,0.5
20/04/90 03:00,0,0,0,7.67,0.1001
20/04/90 04:00,0,0,0,7.1899,0.1001
20/04/90 05:00,0,0,0,6.8599,0.2999
20/04/90 06:00,0,0,0,6.5198,0.2001
20/04/90 07:00,13.004,13.001,0.0027,6.9499,0.2999
20/04/90 08:00,189.4,75.501,113.9,10.15,1
20/04/90 09:00,358.61,119.8,238.81,12.95,1.1001
20/04/90 10:00,514.4,133.8,380.6,15.59,2.1001
20/04/90 11:00,596.11,188.1,408.01,17.69,4.3
20/04/90 12:00,634.49,212.6,421.89,19.28,6.4999
20/04/90 13:00,628.89,182.4,446.5,20.38,5.4999
20/04/90 14:00,540.69,170.8,369.89,20.87,5.9001
20/04/90 15:00,437.2,117.9,319.3,20.84,6.8999
20/04/90 16:00,288.49,63.599,224.89,19.91,2.4
20/04/90 17:00,106,39.199,66.797,18.31,1.4
20/04/90 18:00,0.3935,0.3935,0,16.45,2.1001
20/04/90 19:00,0,0,0,15.38,1.5
20/04/90 20:00,0,0,0,14.32,2.1999
20/04/90 21:00,0,0,0,13.25,2.6001
20/04/90 22:00,0,0,0,12.18,3.1999
20/04/90 23:00,0,0,0,11.2,3.9001
21/04/90 00:00,0,0,0,10.22,4.3
21/04/90 01:00,0,0,0,9.1602,2.8
21/04/90 02:00,0,0,0,8.1,4.7
21/04/90 03:00,0,0,0,7.53,2.8
21/04/90 04:00,0,0,0,6.96,2.1999
21/04/90 05:00,0,0,0,6.5597,2.8
21/04/90 06:00,0,0,0,6.1601,2.8
21/04/90 07:00,12.592,12.592,0,6.5401,2.6001
21/04/90 08:00,194.11,55.497,138.61,9.7201,1.1001
21/04/90 09:00,359.09,113.1,245.99,12.45,2.4
21/04/90 10:00,503.99,134.1,369.89,14.91,3.9001
21/04/90 11:00,597.5,168.6,428.9,16.95,2.1999
21/04/90 12:00,610.6,218.9,391.69,18.36,1.6999
21/04/90 13:00,623.9,180.2,443.7,19.4,1
21/04/90 14:00,563.61,139.6,424.01,19.89,2.1999
21/04/90 15:00,431.8,113.5,318.3,19.82,2.8
21/04/90 16:00,268.41,79.096,189.31,18.9,4.3
21/04/90 17:00,99.593,42.002,57.591,17.28,5.0999
21/04/90 18:00,0.3041,0.2983,0.0057,15.46,4.7
21/04/90 19:00,0,0,0,14.54,4.3
21/04/90 20:00,0,0,0,13.63,2.4
21/04/90 21:00,0,0,0,12.71,2.1001
21/04/90 22:00,0,0,0,11.8,1.4
21/04/90 23:00,0,0,0,10.94,1.5
22/04/90 00:00,0,0,0,10.22,0.7999
22/04/90 01:00,0,0,0,9.47,0.5
22/04/90 02:00,0,0,0,8.7201,1.6999
22/04/90 03:00,0,0,0,8.3299,2.6001
22/04/90 04:00,0,0,0,7.9398,1.5
22/04/90 05:00,0,0,0,7.67,1.2999
22/04/90 06:00,0,0,0,7.39,0.9
22/04/90 07:00,11.108,11.101,0.0066,7.77,1.9
22/04/90 08:00,179.49,76.702,102.79,10.87,0.9
22/04/90 09:00,344.5,126.2,218.3,13.54,1.1001
22/04/90 10:00,469.9,172,297.9,15.92,1.9
22/04/90 11:00,519.61,258.8,260.81,17.67,2.4
22/04/90 12:00,574.11,272.4,301.71,19.12,2.1999
22/04/90 13:00,567.51,254.5,313.01,20.1,2.1999
22/04/90 14:00,550.6,176.3,374.31,20.82,2.1001
22/04/90 15:00,439.99,99.1,340.89,20.94,2.8
22/04/90 16:00,264.1,77.903,186.19,20.04,2.4
22/04/90 17:00,91.508,40.698,50.81,18.51,1.6999
22/04/90 18:00,0.3041,0.2983,0.0057,16.77,1.6999
22/04/90 19:00,0,0,0,15.85,1.6999
22/04/90 20:00,0,0,0,14.94,1.6999
22/04/90 21:00,0,0,0,14.03,1
22/04/90 22:00,0,0,0,13.11,0.7001
22/04/90 23:00,0,0,0,12.2,0.2001
23/04/90 00:00,0,0,0,11.54,0.1001
23/04/90 01:00,0,0,0,10.62,0.1001
23/04/90 02:00,0,0,0,9.71,0.1001
23/04/90 03:00,0,0,0,9.2299,0.9
23/04/90 04:00,0,0,0,8.76,1.2999
23/04/90 05:00,0,0,0,8.43,2.1001
23/04/90 06:00,0,0,0,8.1,3.4
23/04/90 07:00,10.392,10.392,0,8.4401,6.8999
23/04/90 08:00,177.6,75.297,102.3,11.39,7.5
23/04/90 09:00,350.4,114,236.4,13.97,9.2999
23/04/90 10:00,495.1,138.7,356.4,16.45,8.8999
23/04/90 11:00,570.99,185.6,385.39,18.4,8.3001
23/04/90 12:00,623.71,191.3,432.41,19.94,7.5
23/04/90 13:00,623.9,179.5,444.4,21.15,5.9001
23/04/90 14:00,522.2,171.1,351.1,21.61,10
23/04/90 15:00,402.81,137,265.8,21.45,5.9001
23/04/90 16:00,236.1,99.501,136.6,20.35,5.4999
23/04/90 17:00,80.204,45.001,35.203,18.75,4.3
23/04/90 18:00,0.1968,0.1963,0.0005,17.04,4.3
23/04/90 19:00,0,0,0,15.9,3.5999
23/04/90 20:00,0,0,0,14.76,4.7
23/04/90 21:00,0,0,0,13.62,5.0999
23/04/90 22:00,0,0,0,12.48,3.5999
23/04/90 23:00,0,0,0,11.45,1.9
24/04/90 00:00,0,0,0,10.31,1.6999
24/04/90 01:00,0,0,0,9.09,1.6999
24/04/90 02:00,0,0,0,7.86,2.6001
24/04/90 03:00,0,0,0,7.2101,1.6999
24/04/90 04:00,0,0,0,6.5502,0.6001
24/04/90 05:00,0,0,0,6.0898,0.4
24/04/90 06:00,0,0,0,5.63,0.9
24/04/90 07:00,9.6051,9.6015,0.0036,5.8801,0.2999
24/04/90 08:00,181.69,57.797,123.89,8.8302,1.1001
24/04/90 09:00,364.1,80.8,283.3,11.74,0.4
24/04/90 10:00,518,96.996,421,14.28,0.9
24/04/90 11:00,628.8,107.6,521.2,16.47,1.5
24/04/90 12:00,674.2,116.4,557.8,18.14,2.6001
24/04/90 13:00,669.3,95.701,573.6,19.3,3.5999
24/04/90 14:00,594.61,76.302,518.3,19.8,4.7
24/04/90 15:00,456.31,63.301,393,19.72,4.3
24/04/90 16:00,283.5,51.101,232.4,18.78,4.7
24/04/90 17:00,98.895,41.099,57.796,17.06,5.0999
24/04/90 18:00,0.1968,0.1963,0.0005,15.17,3.1999
24/04/90 19:00,0,0,0,14.24,1.4
24/04/90 20:00,0,0,0,13.31,0.7999
24/04/90 21:00,0,0,0,12.38,1.1001
24/04/90 22:00,0,0,0,11.45,1.9
24/04/90 23:00,0,0,0,10.53,3.1999
25/04/90 00:00,0,0,0,9.85,2.1001
25/04/90 01:00,0,0,0,9.1501,1
25/04/90 02:00,0,0,0,8.4598,1.4
25/04/90 03:00,0,0,0,8.1,0.9
25/04/90 04:00,0,0,0,7.7498,0.7001
25/04/90 05:00,0,0,0,7.5098,0.6001
25/04/90 06:00,0,0,0,7.2697,1.5
25/04/90 07:00,9.6051,9.6015,0.0036,7.6098,2.1001
25/04/90 08:00,199.7,43.101,156.6,11.16,1.6999
25/04/90 09:00,384.79,53.801,330.99,14.18,1.6999
25/04/90 10:00,538.49,68.003,470.49,17.01,2.8
25/04/90 11:00,641.81,84.6,557.21,19.39,2.8
25/04/90 12:00,691.1,88.101,603,21.31,2.4
25/04/90 13:00,671.2,86.798,584.4,22.64,2.8
25/04/90 14:00,593.1,72.101,521,23.28,1.1001
25/04/90 15:00,456.4,58.3,398.1,23.2,0.7999
25/04/90 16:00,279.8,50.402,229.4,22.05,0.9
25/04/90 17:00,93.797,40.698,53.099,20.07,1.2999
25/04/90 18:00,0.1073,0.1021,0.0053,18.13,2.6001
25/04/90 19:00,0,0,0,17.09,1.5
25/04/90 20:00,0,0,0,16.06,0.7999
25/04/90 21:00,0,0,0,15.02,0.9
25/04/90 22:00,0,0,0,13.98,0.2999
25/04/90 23:00,0,0,0,12.95,0.9
26/04/90 00:00,0,0,0,11.97,3.5999
26/04/90 01:00,0,0,0,10.96,3.1999
26/04/90 02:00,0,0,0,9.7701,3.4
26/04/90 03:00,0,0,0,9.1299,3.5999
26/04/90 04:00,0,0,0,8.4901,2.8
26/04/90 05:00,0,0,0,8.0399,1.9
26/04/90 06:00,0,0,0,7.58,2.4
26/04/90 07:00,9.1937,9.1937,0,7.81,3.1999
26/04/90 08:00,169.21,72.8,96.407,10.48,3.4
26/04/90 09:00,332.8,106.9,225.89,12.88,3.9001
26/04/90 10:00,490.2,126,364.2,15.25,5.9001
26/04/90 11:00,593.3,142.2,451.1,17.28,4.7
26/04/90 12:00,631.31,162.8,468.51,18.79,5.0999
26/04/90 13:00,612.1,159.3,452.8,19.72,3.9001
26/04/90 14:00,534.51,137.4,397.11,20.17,3.5999
26/04/90 15:00,399,117.3,281.7,19.94,5.4999
26/04/90 16:00,236.1,84.898,151.21,18.95,7.3001
26/04/90 17:00,77.395,39.403,37.992,17.34,5.9001
26/04/90 18:00,0.1073,0.1021,0.0053,15.65,4.3
26/04/90 19:00,0,0,0,14.93,3.5999
26/04/90 20:00,0,0,0,14.21,3.9001
26/04/90 21:00,0,0,0,13.49,3.4
26/04/90 22:00,0,0,0,12.77,3.5999
26/04/90 23:00,0,0,0,12.05,2.6001
27/04/90 00:00,0,0,0,11.66,4.3
27/04/90 01:00,0,0,0,11.39,3.0001
27/04/90 02:00,0,0,0,10.97,1.4
27/04/90 03:00,0,0,0,10.77,1.9
27/04/90 04:00,0,0,0,10.57,1.4
27/04/90 05:00,0,0,0,10.44,1.1001
27/04/90 06:00,0,0,0,10.31,3.1999
27/04/90 07:00,2.5041,2.4965,0.0076,10.42,2.1001
27/04/90 08:00,109,94.201,14.8,12.14,3.0001
27/04/90 09:00,227.61,186.7,40.908,13.99,3.9001
27/04/90 10:00,372.7,273.9,98.806,16.09,2.8
27/04/90 11:00,434.7,299.4,135.3,17.76,2.1001
27/04/90 12:00,437.51,327.6,109.91,18.89,1.4
27/04/90 13:00,460.4,302.3,158.1,19.75,1.1001
27/04/90 14:00,330.2,270.6,59.605,19.93,1.6999
27/04/90 15:00,246.1,215.4,30.701,19.62,2.6001
27/04/90 16:00,146.99,129.5,17.494,18.91,3.0001
27/04/90 17:00,37.508,37.401,0.1072,17.73,3.0001
27/04/90 18:00,0,0,0,16.59,4.3
27/04/90 19:00,0,0,0,15.79,2.8
27/04/90 20:00,0,0,0,14.99,2.6001
27/04/90 21:00,0,0,0,14.19,2.4
27/04/90 22:00,0,0,0,13.38,3.1999
27/04/90 23:00,0,0,0,12.58,2.4
28/04/90 00:00,0,0,0,11.71,1.1001
28/04/90 01:00,0,0,0,10.87,0.9
28/04/90 02:00,0,0,0,9.8601,1.4
28/04/90 03:00,0,0,0,9.3502,1.5
28/04/90 04:00,0,0,0,8.8302,1
28/04/90 05:00,0,0,0,8.4699,0.1001
28/04/90 06:00,0,0,0,8.1101,0.2001
28/04/90 07:00,6.2961,6.2961,0,8.2799,0.2999
28/04/90 08:00,63.802,63.802,0,9.1602,1.9
28/04/90 09:00,138.69,136.8,1.8933,10.22,2.4
28/04/90 10:00,420.19,234.4,185.79,12.69,1.6999
28/04/90 11:00,511.7,242.8,268.9,14.65,2.4
28/04/90 12:00,625.19,206.1,419.09,16.49,4.3
28/04/90 13:00,529.41,270.5,258.91,17.41,4.7
28/04/90 14:00,389,261.8,127.2,17.6,3.0001
28/04/90 15:00,244.9,211.6,33.302,17.08,4.3
28/04/90 16:00,148.49,121.8,26.698,16.21,3.1999
28/04/90 17:00,6.2961,6.2961,0,14.87,3.5999
28/04/90 18:00,0,0,0,13.72,4.3
28/04/90 19:00,0,0,0,12.99,5.9001
